"EVENT_TYPE","MONTH_NAME","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON"
"Thunderstorm Wind","January",31.3714,-93.7284,31.3714,-93.7284
"Drought","March",NA,NA,NA,NA
"Flash Flood","January",29.8198,-95.5015,29.8264,-95.4948
"Flash Flood","January",29.8892,-95.3935,29.8886,-95.3785
"Flash Flood","January",31.3266,-94.0235,31.3388,-94.0005
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Flash Flood","January",31.2324,-94.1376,31.232,-94.1474
"High Wind","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"High Wind","January",NA,NA,NA,NA
"High Wind","January",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"High Wind","February",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"High Wind","January",NA,NA,NA,NA
"High Wind","January",NA,NA,NA,NA
"Drought","February",NA,NA,NA,NA
"Drought","February",NA,NA,NA,NA
"High Wind","February",NA,NA,NA,NA
"High Wind","February",NA,NA,NA,NA
"High Wind","February",NA,NA,NA,NA
"High Wind","February",NA,NA,NA,NA
"High Wind","February",NA,NA,NA,NA
"High Wind","February",NA,NA,NA,NA
"High Wind","February",NA,NA,NA,NA
"High Wind","February",NA,NA,NA,NA
"Thunderstorm Wind","June",31.8307,-94.1555,31.8307,-94.1555
"Drought","June",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"High Wind","January",NA,NA,NA,NA
"High Wind","January",NA,NA,NA,NA
"High Wind","January",NA,NA,NA,NA
"Drought","February",NA,NA,NA,NA
"Drought","February",NA,NA,NA,NA
"Drought","February",NA,NA,NA,NA
"Drought","February",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"High Wind","January",NA,NA,NA,NA
"High Wind","January",NA,NA,NA,NA
"Hail","May",27.68,-99.62,27.68,-99.62
"Drought","February",NA,NA,NA,NA
"Drought","February",NA,NA,NA,NA
"Drought","February",NA,NA,NA,NA
"Drought","February",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"Drought","January",NA,NA,NA,NA
"High Wind","January",NA,NA,NA,NA
"High Wind","January",NA,NA,NA,NA
"High Wind","January",NA,NA,NA,NA
"Hail","May",27.59,-99.5,27.59,-99.5
"Hail","May",27.68,-99.6,27.68,-99.6
"Thunderstorm Wind","May",33.4198,-102.0598,33.4198,-102.0598
"Thunderstorm Wind","May",33.7701,-101,33.7701,-101
"Thunderstorm Wind","May",33.9421,-100.8394,33.9421,-100.8394
"Thunderstorm Wind","May",33.8833,-101.3935,33.8833,-101.3935
"Drought","June",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","May",30.46,-98.78,30.46,-98.78
"Hail","May",30.67,-97.92,30.67,-97.92
"Hail","May",30.63,-97.87,30.63,-97.87
"Hail","May",30.64,-97.83,30.64,-97.83
"Hail","May",30.27,-98.46,30.27,-98.46
"Hail","May",30.28,-98.41,30.28,-98.41
"Hail","May",30.28,-98.43,30.28,-98.43
"Hail","May",29.86,-97.86,29.86,-97.86
"Thunderstorm Wind","May",31.61,-97.22,31.61,-97.22
"Thunderstorm Wind","May",32.2295,-101.4942,32.2295,-101.4942
"Thunderstorm Wind","May",32.7589,-101.3982,32.7589,-101.3982
"Thunderstorm Wind","May",32.88,-101.18,32.88,-101.18
"Thunderstorm Wind","May",32.72,-100.8484,32.72,-100.8484
"Heat","May",NA,NA,NA,NA
"Hail","May",26.9072,-99.2712,26.9072,-99.2712
"Thunderstorm Wind","May",26.3577,-98.1437,26.3577,-98.1437
"Thunderstorm Wind","May",28.8139,-97.0021,28.8149,-96.9845
"Thunderstorm Wind","May",28.8,-96.97,28.8009,-96.9639
"Hail","May",32,-94.17,32,-94.17
"Thunderstorm Wind","May",32.71,-94.79,32.71,-94.79
"Hail","May",26.8572,-99.2538,26.8572,-99.2538
"Hail","May",26.76,-98.4871,26.76,-98.4871
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","May",29.67,-98.15,29.67,-98.15
"Hail","May",29.66,-98.12,29.66,-98.12
"Hail","May",30.25,-99.37,30.25,-99.37
"Hail","May",30.26,-99.35,30.26,-99.35
"Hail","May",30.26,-99.35,30.26,-99.35
"Hail","May",30.17,-99.37,30.17,-99.37
"Hail","May",30.1,-99.33,30.1,-99.33
"Hail","May",29.88,-99.25,29.88,-99.25
"Flash Flood","May",30.88,-102.87,30.8826,-102.8949
"Thunderstorm Wind","May",30.88,-102.87,30.88,-102.87
"Hail","May",26.2459,-98.4782,26.2163,-98.3262
"Flash Flood","May",26.32,-98.7,26.3165,-98.6925
"Hail","May",27.67,-99.6,27.67,-99.6
"Thunderstorm Wind","May",28.87,-96.93,28.8505,-96.8827
"Thunderstorm Wind","May",28.87,-96.93,28.87,-96.93
"Thunderstorm Wind","May",32.55,-94.95,32.55,-94.95
"Thunderstorm Wind","May",32.9,-94.56,32.9,-94.56
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","May",29.76,-99.19,29.76,-99.19
"Hail","May",29.35,-99.14,29.35,-99.14
"Hail","May",29.33,-99.07,29.33,-99.07
"Hail","May",30.37,-97.74,30.37,-97.74
"Thunderstorm Wind","May",28.84,-97.99,28.84,-97.99
"High Wind","May",NA,NA,NA,NA
"Hail","May",30.0967,-99.3172,30.0967,-99.3172
"Hail","May",30.17,-100.69,30.17,-100.69
"Hail","May",32.42,-102.83,32.42,-102.83
"Hail","May",32.54,-102.82,32.54,-102.82
"Hail","May",32.45,-102.66,32.45,-102.66
"Hail","May",32.2637,-102.6356,32.2637,-102.6356
"Thunderstorm Wind","May",26.1,-97.51,26.1,-97.51
"Thunderstorm Wind","May",26.23,-97.66,26.23,-97.66
"Thunderstorm Wind","May",26.07,-97.16,26.07,-97.16
"Thunderstorm Wind","May",26.07,-97.17,26.07,-97.17
"Flash Flood","May",32.21,-94.58,32.211,-94.582
"Thunderstorm Wind","May",32.23,-94.69,32.23,-94.69
"Hail","May",33.0143,-102.9775,32.97,-102.85
"Hail","May",33.6069,-101.9345,33.6069,-101.9345
"Hail","May",33.7078,-102.3005,33.7078,-102.3005
"Hail","May",34.1766,-102.73,34.3118,-102.7223
"Hail","May",34.3122,-102.7223,34.3494,-102.7178
"Thunderstorm Wind","May",34.6505,-102.7051,34.6505,-102.7051
"Thunderstorm Wind","May",34.1694,-101.7145,34.1855,-101.7
"Hail","May",32.9681,-102.5276,33.0213,-102.3541
"Hail","May",34.7307,-102.3465,34.7307,-102.3465
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","May",28.71,-100.5,28.71,-100.5
"Thunderstorm Wind","May",30.76,-98.23,30.76,-98.23
"Thunderstorm Wind","May",30.3947,-97.7529,30.3947,-97.7529
"Thunderstorm Wind","May",30.38,-97.74,30.38,-97.74
"Thunderstorm Wind","May",30.43,-97.62,30.43,-97.62
"Hail","May",30.28,-97.82,30.28,-97.82
"Thunderstorm Wind","May",29.36,-99.18,29.36,-99.18
"Thunderstorm Wind","May",32.74,-102.64,32.74,-102.64
"Thunderstorm Wind","May",32.94,-102.56,32.94,-102.56
"Hail","May",32.0168,-102.2,32.0168,-102.2
"Hail","May",32.0512,-102.0196,32.0512,-102.0196
"Hail","May",31.8656,-101.4863,31.8656,-101.4863
"Thunderstorm Wind","May",31.95,-102.3561,31.95,-102.3561
"Thunderstorm Wind","May",26,-97.17,26,-97.17
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Thunderstorm Wind","May",31.97,-95.26,31.97,-95.26
"Thunderstorm Wind","May",32.33,-94.14,32.33,-94.14
"Thunderstorm Wind","May",33.7255,-102.7539,33.7255,-102.7539
"Thunderstorm Wind","May",34.0302,-102.4077,34.0302,-102.4077
"Thunderstorm Wind","May",34.0302,-102.4077,34.0302,-102.4077
"Hail","May",34.02,-102.42,34.02,-102.42
"Thunderstorm Wind","May",34.5705,-102.2952,34.5705,-102.2952
"Thunderstorm Wind","May",34.6477,-102.685,34.6477,-102.685
"Thunderstorm Wind","May",33.8322,-102.3277,33.8322,-102.3277
"Thunderstorm Wind","May",34.4234,-102.12,34.4234,-102.12
"Thunderstorm Wind","May",34.3807,-102.3372,34.3807,-102.3372
"Thunderstorm Wind","May",34.73,-101.85,34.73,-101.85
"Thunderstorm Wind","May",34.0932,-102.13,34.0932,-102.13
"Thunderstorm Wind","May",34.5155,-101.77,34.5411,-101.7375
"Thunderstorm Wind","May",34.73,-101.85,34.73,-101.85
"Thunderstorm Wind","May",34.6526,-101.4962,34.6526,-101.4962
"Thunderstorm Wind","May",33.4093,-102.6123,33.4093,-102.6123
"Thunderstorm Wind","May",33.6,-102.05,33.6,-102.05
"Thunderstorm Wind","May",34.0932,-102.13,34.0932,-102.13
"Thunderstorm Wind","May",33.0807,-101.5186,33.0807,-101.5186
"Thunderstorm Wind","May",34.3865,-100.9102,34.3865,-100.9102
"Thunderstorm Wind","May",34.2655,-100.6,34.2655,-100.6
"Thunderstorm Wind","May",33.9177,-100.4234,33.9177,-100.4234
"High Wind","February",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Thunderstorm Wind","May",29.37,-98.73,29.37,-98.73
"Thunderstorm Wind","May",29.53,-98.47,29.53,-98.47
"Thunderstorm Wind","May",29.3933,-98.6794,29.3933,-98.6794
"Thunderstorm Wind","May",29.52,-98.42,29.52,-98.42
"Thunderstorm Wind","May",29.34,-98.85,29.34,-98.85
"Thunderstorm Wind","May",29.34,-98.47,29.34,-98.47
"Hail","May",28.95,-99.85,28.95,-99.85
"Thunderstorm Wind","May",29.3169,-94.8158,29.3169,-94.8158
"Thunderstorm Wind","May",29.33,-96.09,29.33,-96.09
"Thunderstorm Wind","May",29.45,-95.44,29.45,-95.44
"Hail","May",31.87,-101.5,31.87,-101.5
"Hail","May",30.7902,-103.0319,30.7902,-103.0319
"Hail","May",30.78,-103.02,30.78,-103.02
"Thunderstorm Wind","May",29.13,-103.52,29.13,-103.52
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Thunderstorm Wind","May",28.82,-97.87,28.82,-97.87
"Hail","May",28.68,-99.82,28.68,-99.82
"Thunderstorm Wind","May",31.8655,-101.4787,31.8655,-101.4787
"Hail","May",32.0505,-102.1581,32.0505,-102.1581
"Hail","May",32.018,-101.9036,32.018,-101.9036
"Hail","March",31.63,-96.28,31.63,-96.28
"Hail","March",31.52,-96.53,31.52,-96.53
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"High Wind","May",NA,NA,NA,NA
"High Wind","May",NA,NA,NA,NA
"Flash Flood","May",32.796,-95.0244,32.7919,-95.024
"Hail","May",33.1817,-102.6114,33.1817,-102.6114
"Hail","May",33.58,-102.37,33.609,-102.37
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"High Wind","May",NA,NA,NA,NA
"High Wind","May",NA,NA,NA,NA
"High Wind","May",NA,NA,NA,NA
"High Wind","May",NA,NA,NA,NA
"High Wind","May",NA,NA,NA,NA
"High Wind","May",NA,NA,NA,NA
"High Wind","May",NA,NA,NA,NA
"Hail","June",33.42,-94.06,33.42,-94.06
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","March",31.09,-97.6,31.09,-97.6
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","May",29.4,-100.9,29.4,-100.9
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","May",32.6782,-100.8125,32.6782,-100.8125
"Thunderstorm Wind","May",33.7701,-101,33.7701,-101
"Hail","May",32.9845,-101.83,32.9912,-101.7544
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","May",29.36,-100.9,29.36,-100.9
"Hail","May",29.37,-100.87,29.37,-100.87
"Hail","May",29.37,-100.91,29.37,-100.91
"Hail","May",29.17,-100.4,29.17,-100.4
"Hail","May",29.34,-100.42,29.34,-100.42
"Hail","May",29.32,-99.93,29.32,-99.93
"Hail","May",29.24,-99.79,29.24,-99.79
"Hail","May",29.33,-99.47,29.33,-99.47
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","May",31.04,-98.02,31.04,-98.02
"Hail","May",33.27,-95.73,33.27,-95.73
"Hail","May",30.6094,-102.6278,30.6094,-102.6278
"Hail","May",30.5885,-102.5935,30.5885,-102.5935
"Thunderstorm Wind","May",32.7467,-102.6368,32.7467,-102.6368
"Hail","May",30.39,-103.5,30.39,-103.5
"Hail","May",30.6529,-102.9418,30.6529,-102.9418
"Thunderstorm Wind","May",30.9005,-102.8939,30.9005,-102.8939
"Thunderstorm Wind","May",33.1693,-95.2205,33.1693,-95.2205
"Thunderstorm Wind","May",33.0497,-95.2379,33.0497,-95.2379
"Thunderstorm Wind","May",33.0521,-95.2672,33.0521,-95.2672
"Thunderstorm Wind","May",32.6713,-95.1333,32.6713,-95.1333
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Hail","May",27.86,-99.4,27.86,-99.4
"Hail","May",27.98,-99.38,27.98,-99.38
"Hail","May",27.98,-99.37,27.98,-99.37
"Hail","May",28.03,-99.32,28.03,-99.32
"Thunderstorm Wind","May",33.0088,-102.9616,33.0088,-102.9616
"Thunderstorm Wind","May",33.5221,-102.37,33.5221,-102.37
"Thunderstorm Wind","May",33.58,-102.17,33.58,-102.17
"Thunderstorm Wind","May",33.5411,-101.8121,33.4505,-101.6255
"Thunderstorm Wind","May",33.5214,-101.1636,33.5214,-101.1636
"Hail","May",34.4,-100.88,34.4,-100.88
"Hail","May",34.42,-100.2,34.42,-100.2
"High Wind","May",NA,NA,NA,NA
"Thunderstorm Wind","May",33.9868,-100.3968,33.9868,-100.3968
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","May",29.64,-98.96,29.64,-98.96
"Hail","May",29.37,-98.88,29.37,-98.88
"Hail","May",29.42,-98.5,29.42,-98.5
"Thunderstorm Wind","May",29.37,-100.8,29.37,-100.8
"Thunderstorm Wind","May",29.31,-99.13,29.31,-99.13
"Thunderstorm Wind","May",29.38,-98.58,29.38,-98.58
"Thunderstorm Wind","May",29.34,-98.47,29.34,-98.47
"Hail","May",31.71,-96.53,31.71,-96.53
"Hail","May",32.4,-96.83,32.4,-96.83
"Thunderstorm Wind","May",31.96,-96.69,31.96,-96.69
"Thunderstorm Wind","May",33.68,-96.24,33.68,-96.24
"Flash Flood","May",32.5766,-96.3136,32.5702,-96.321
"Thunderstorm Wind","May",30.8962,-102.8874,30.8962,-102.8874
"Flash Flood","May",30.8732,-102.8816,30.8779,-102.8809
"Thunderstorm Wind","May",32.1066,-101.6235,32.1066,-101.6235
"Thunderstorm Wind","May",31.66,-101.6,31.66,-101.6
"Heat","May",NA,NA,NA,NA
"Thunderstorm Wind","May",32.6108,-94.9154,32.6108,-94.9154
"Hail","May",32.9,-94.56,32.9,-94.56
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Flash Flood","April",33.59,-96.56,33.5928,-96.5543
"Flash Flood","April",33.6672,-96.5064,33.6622,-96.5085
"High Wind","April",NA,NA,NA,NA
"Hail","April",31.67,-95.72,31.67,-95.72
"Hail","April",31.14,-96.04,31.14,-96.04
"Hail","April",31.15,-95.97,31.15,-95.97
"Hail","April",31.15,-95.97,31.15,-95.97
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Flash Flood","April",31.77,-94.2,31.7696,-94.1987
"Thunderstorm Wind","April",32.5344,-94.9288,32.5344,-94.9288
"Thunderstorm Wind","April",32.2846,-94.9794,32.2846,-94.9794
"Flash Flood","August",27.53,-99.47,27.4975,-99.4788
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Thunderstorm Wind","April",33.5646,-100.4905,33.5646,-100.4905
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Hail","April",31.63,-95.64,31.63,-95.64
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Thunderstorm Wind","April",32.9416,-94.7098,32.9416,-94.7098
"Flash Flood","August",31.7854,-106.395,31.7742,-106.3956
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"Hail","April",34.38,-102.12,34.5066,-102.1
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Hail","April",30.5873,-101.9202,30.5873,-101.9202
"Hail","April",30.5998,-101.8474,30.5998,-101.8474
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Thunderstorm Wind","April",33.44,-94.1,33.44,-94.1
"Hail","April",34.7489,-101.7584,34.7489,-101.7584
"High Wind","April",NA,NA,NA,NA
"High Wind","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Thunderstorm Wind","April",32.1223,-94.7385,32.1223,-94.7385
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Thunderstorm Wind","April",33.1575,-95.2364,33.1575,-95.2364
"Flash Flood","April",31.7365,-94.2514,31.7417,-94.245
"Thunderstorm Wind","April",32.5486,-94.9027,32.5486,-94.9027
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Flash Flood","April",32.2482,-101.5226,32.272,-101.4479
"Hail","April",32.2445,-101.4542,32.2445,-101.4542
"Thunderstorm Wind","April",32.5322,-94.9134,32.5322,-94.9134
"Thunderstorm Wind","April",32.811,-94.6187,32.811,-94.6187
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Flash Flood","August",31.793,-106.5119,31.7899,-106.5095
"Thunderstorm Wind","August",31.949,-105.1981,31.949,-105.1981
"Drought","August",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Hail","April",32.25,-101.4358,32.25,-101.4358
"Hail","April",32.25,-101.47,32.25,-101.47
"Drought","April",NA,NA,NA,NA
"Drought","April",NA,NA,NA,NA
"Thunderstorm Wind","April",32.2773,-95.3356,32.2773,-95.3356
"Hail","August",31.888,-106.5862,31.888,-106.5862
"Hail","August",31.89,-106.63,31.89,-106.63
"Drought","August",NA,NA,NA,NA
